1.C.76	the pore-forming maculatin peptide (maculatin) family.
1.C.77	the synuclein (synuclein) family.
1.C.78	the crystal protein (cry) family.
1.C.79	the channel-forming histatin antimicrobial peptide (histatin) family.
1.C.8	the botulinum and tetanus toxin (btt) family.
1.C.80	the cytotoxic major fimbrial subunit (mrxa) family.
1.C.81	the arenicin (arenicin) family.
1.C.82	the pore-forming amphipathic helical peptide hp(2-20) (hp2-20) family.
1.C.83	the gassericin (gassericin) family.
1.C.84	the subtilosin (subtilosin) family.
1.C.85	the pore-forming -defensin (-defensin) family.
1.C.86	the pore-forming trialysin (trialysin) family.
1.C.87	the channel-forming vibrio type iii secretion effector, vopq (vopq) family.
1.C.88	the chrysophsin (chrysophsin) family.
1.C.89	the dynorphin channel-forming neuropeptide (dynorphin) family.
1.C.9	the vacuolating cytotoxin (vaca) family.
1.C.90	the carnocyclin a (carnocyclin) family.
1.C.91	the stefin b pore-forming protein (stefin b) family.
1.C.92	the pentraxin (pentraxin) family.
1.C.93	the lacticin q (lacticin q) family.
1.C.94	the thuricin s (thuricin s) family.
1.C.95	the pore-forming esat-6 protein (esat-6) family.
1.C.96	the haemolytic lectin, cel-iii (cel-iii) family.
1.C.97	the pleurotolysin pore-forming (pleurotolysin) family.
1.C.98	the cytolethal distending toxin (cdt) family.
1.C.99	the pore-forming corona viral orf8a (orf8a) family.
1.E.1	the p21 holin s (p21 holin) family.
1.E.10	the bacillus subtilis 29 holin (29 holin) family.
1.E.11	the 11 holin (11 holin) family.
1.E.12	the adh holin (adh holin) family.
1.E.13	the firmicute phage u53 holin (u53 holin) family.
1.E.14	the lrga holin (lrga holin) family.
1.E.15	the arpq holin (arpq holin) family.
1.E.16	the cph1 holin (cph1 holin) family.
1.E.17	the blya holin (blya holin) family.
1.E.18	the lactococcus lactis phage r1t holin (r1t holin) family.
1.E.19	the clostridium difficile tcde holin (tcde holin) family.
1.E.2	the holin s (holin) family.
1.E.20	the pseudomonas aeruginosa hol holin (hol holin) family.
1.E.21	the listeria phage a118 holin (hol118) family.
1.E.22	the neisserial phage-associated holin (np-holin) family.
1.E.23	the bacillus spore morphogenesis and germination holin (bsh) family.
1.E.24	the bacterophase dp-1 holin (dp-1 holin) family.
1.E.25	the pseudomonas phage f116 holin (f116 holin) family.
1.E.26	the holin llh (holin llh) family.
1.E.27	the blha holin (blha holin) family.
1.E.28	the streptomyces aureofaciens phage mu1/6 holin (mu1/6 holin) family.
1.E.29	the holin hol44 (hol44) family.
1.E.3	the p2 holin (p2 holin) family.
1.E.30	the vibrio holin (vibrio holin) family.
1.E.31	the spp1 holin (spp1 holin) family.
1.E.32	actinobacterial 1 tms holin (a-1 holin) family.
1.E.33	the 2 or 3 tms putative holin (2/3 holin) family.
1.E.34	the putative actinobacterial holin-x (hol-x) family.
1.E.35	the mycobacterial 1 tms phage holin (m1 hol) family.
1.E.36	the mycobacterial 2 tms phage holin (m2 hol) family.
1.E.37	the phage t1 holin (t1 holin) family.
1.E.38	the staphylococcus phage p68 putative holin (p68 hol) family.
1.E.39	mycobacterial phage pbi1 gp36 holin (gp36 hol) family.
1.E.4	the lyda holin (lyda holin) family.
1.E.40	the mycobacterial 4 tms phage holin (mp4 holin) family.
1.E.41	the deinococcus/thermus holin (d/t-hol) family.
1.E.42	the putative holin-like toxin (hol-tox) family.
1.E.43	putative transglycosylase-associated holin (t-a hol) family.
1.E.44	the putative lactococcus lactis holin (llhol) family.
1.E.45	the xanthomonas phage holin (xanphol) family.
1.E.46	the prophage hp1 holin (hp1hol) family.
1.E.47	the caulobacter phage holin (cauhol) family.
1.E.48	the enterobacterial holin (ebhol) family.
1.E.49	the putative treponema 4 tms holin (tre4hol) family.
1.E.5	the prd1 phage p35 holin (p35 holin) family.
1.E.50	the beta-proteobacterial holin (bp-hol) family.
1.E.51	the putative listeria phage holin (lp-hol) family.
1.E.52	the flp/fap pilin putative holin (ffpp-hol) family.
1.E.53	the toxic hok/gef protein (hok/gef) family.
1.E.54	the gene transfer agent-release holin (gta-hol) family.
1.E.55	the brachyspira holin (b-hol) family.
1.E.56	the putative 3 tms holin (3-hol) family.
1.E.57	the actinobacterial phage holin (aph) family.
1.E.58	the erwinia phage phi-ea1h holin (eppe-hol) family.
1.E.6	the t7 holin (t7 holin) family.
1.E.7	the hp1 holin (hp1 holin) family.
1.E.8	the t4 holin (t4 holin) family.
1.E.9	the t4 immunity (t4 imm) family.
1.F.1	the synaptosomal vesicle fusion pore (svf-pore) family.
1.G.1	the viral pore-forming membrane fusion protein-1 (vmfp1) family.
1.G.10	the herpes simplex virus membrane fusion complex (hsv-mfc) family.
1.G.11	poxvirus cell entry protein complex (pep-c) family.
1.G.12	the avian leukosis virus gp95 fusion protein (alv-gp95) family.
1.G.13	the orthoreovirus fusion-associated small transmembrane (fast) family.
1.G.14	the influenza virus hemagglutinin/fusion pore-forming protein (influenza-h/fpp) family.
1.G.15	the autographa californica nuclear polyhedrosis virus major envelope glycoprotein gp64 (gp64) family.
1.G.16	the human immunodeficiency virus type 1 (hiv-1) fusion peptide (hiv-fp) family.
1.G.17	the bovine leukemia virus envelop glycoprotein (blv-env) family.
1.G.18	the sars-cov fusion peptide in the spike glycoprotein precursor (sars-fp) family.
1.G.2	the viral pore-forming membrane fusion protein-2 (vmfp2) family.
1.G.3	the viral pore-forming membrane fusion protein-3 (vmfp3) family.
1.G.4	the viral pore-forming membrane fusion protein-4 (vmfp4) family.
1.G.5	the viral pore-forming membrane fusion protein-5 (vmfp5) family.
1.G.6	the hepadnaviral s fusion protein (hbv-s protein) family.
1.G.7	the reovirus fast fusion protein (r-fast) famly.
1.G.8	the arenavirus fusion protein (av-fp) family.
1.G.9	the syncytin (syncytin) family.
1.H.1	the claudin tight junction (claudin) family.
1.H.2	the invertebrate pmp22-claudin (claudin2) family.
1.I.1	the nuclear pore complex (npc) family.
1.I.2	the plant plasmodesmata (ppd) family.
1.J.1	the archaeal virus-associated pyramid (a-vap) family.
1.K.1	the gp27/5 t4-baseplate (t4-bp) family.
1.K.2	the prd1 phage dna delivery (prd1-dd) family.
1.K.3	the phix174 tube-forming spike protein h (phix174-h) family.
1.K.4	the phage p22 cell envelope-penetrating needle (p22-cen) family.
1.L.1	the tunneling nanotube (tnt) family.
2.A.1	the major facilitator superfamily (mfs).
2.A.10	the 2-keto-3-deoxygluconate transporter (kdgt) family.
2.A.100	the ferroportin (fpn) family.
2.A.101	the malonate uptake (matc) family (formerly uit1).
2.A.102	the putative 4-toluene sulfonate uptake permease (tsup) family.
2.A.103	the bacterial murein precursor exporter (mpe) family.
2.A.104	the l-alanine exporter (alae) family.
2.A.105	the mitochondrial pyruvate carrier (mpc) family.
2.A.106	the ca(2+):h(+) antiporter-2 (caca2) family.
2.A.107	the mntp mn2+ exporter (mntp) family.
2.A.108	the iron/lead transporter (ilt) family.
2.A.109	the tellurium ion resistance (terc) family.
2.A.11	the citrate-mg(2+):h(+) (citm) citrate-ca(2+):h(+) (cith) symporter (citmhs) family.
2.A.110	the heme transporter, heme-responsive gene protein (hrg) family.
2.A.111	the na(+)/h(+) antiporter-e (nhae) family.
2.A.112	the kx blood-group antigen (kxa) family.
2.A.113	the nickel/cobalt transporter (nico) family.
2.A.114	the putative peptide transporter carbon starvation csta (csta) family.
2.A.115	the novobiocin exporter (nbce) family.
2.A.116	the peptidoglycolipid addressing protein (gap) family.
2.A.117	the chlorhexadine exporter (chx) family.
2.A.118	the basic amino acid antiporter (arcd) family.
2.A.119	the organo-arsenical exporter (arsp) family.
2.A.12	the atp:adp antiporter (aaa) family.
2.A.120	the putative amino acid permease (paap) family.
2.A.13	the c4-dicarboxylate uptake (dcu) family.
2.A.14	the lactate permease (lctp) family.
2.A.15	the betaine/carnitine/choline transporter (bcct) family.
2.A.16	the telurite-resistance/dicarboxylate transporter (tdt) family.
2.A.17	the proton-dependent oligopeptide transporter (pot) family.
2.A.18	the amino acid/auxin permease (aaap) family.
2.A.19	the ca(2+):cation antiporter (caca) family.
2.A.2	the glycoside-pentoside-hexuronide (gph):cation symporter family.
2.A.20	the inorganic phosphate transporter (pit) family.
2.A.21	the solute:sodium symporter (sss) family.
2.A.22	the neurotransmitter:sodium symporter (nss) family.
2.A.23	the dicarboxylate/amino acid:cation (na(+) or h(+)) symporter (daacs) family.
2.A.24	the 2-hydroxycarboxylate transporter (2-hct) family.
2.A.25	the alanine or glycine:cation symporter (agcs) family.
2.A.26	the branched chain amino acid:cation symporter (livcs) family.
2.A.27	the glutamate:na(+) symporter (ess) family.
2.A.28	the bile acid:na(+) symporter (bass) family.
2.A.29	the mitochondrial carrier (mc) family.
2.A.3	the amino acid-polyamine-organocation (apc) family.
2.A.30	the cation-chloride cotransporter (ccc) family.
2.A.31	the anion exchanger (ae) family.
2.A.32	the silicon transporter (sit) family.
2.A.33	the nhaa na(+):h(+) antiporter (nhaa) family.
2.A.34	the nhab na(+):h(+) antiporter (nhab) family.
2.A.35	the nhac na(+):h(+) antiporter (nhac) family.
2.A.36	the monovalent cation:proton antiporter-1 (cpa1) family.
2.A.37	the monovalent cation:proton antiporter-2 (cpa2) family.
2.A.38	the k(+) transporter (trk) family.
2.A.39	the nucleobase:cation symporter-1 (ncs1) family.
2.A.4	the cation diffusion facilitator (cdf) family.
2.A.40	the nucleobase:cation symporter-2 (ncs2) family.
2.A.41	the concentrative nucleoside transporter (cnt) family.
2.A.42	the hydroxy/aromatic amino acid permease (haaap) family.
2.A.43	the lysosomal cystine transporter (lct) family.
2.A.45	the arsenite-antimonite (arsb) efflux family.
2.A.46	the benzoate:h+ symporter (bene) family.
2.A.47	the divalent anion:na(+) symporter (dass) family.
2.A.48	the reduced folate carrier (rfc) family.
2.A.49	the chloride carrier/channel (clc) family.
2.A.5	the zinc (zn(2+))-iron (fe(2+)) permease (zip) family.
2.A.50	the glycerol uptake (gup) family.
2.A.51	the chromate ion transporter (chr) family.
2.A.52	the ni(2+)-co(2+) transporter (nicot) family.
2.A.53	the sulfate permease (sulp) family.
2.A.54	the mitochondrial tricarboxylate carrier (mtc) family.
2.A.55	the metal ion (mn(2+)-iron) transporter (nramp) family.
2.A.56	the tripartite atp-independent periplasmic transporter (trap-t) family.
2.A.57	the equilibrative nucleoside transporter (ent) family.
2.A.58	the phosphate:na(+) symporter (pnas) family.
2.A.59	the arsenical resistance-3 (acr3) family.
2.A.6	the resistance-nodulation-cell division (rnd) superfamily.
2.A.60	the organo anion transporter (oat) family.
2.A.61	the c4-dicarboxylate uptake c (dcuc) family.
2.A.62	the nhad na(+):h(+) antiporter (nhad) family.
2.A.63	the monovalent cation (k(+) or na(+)):proton antiporter-3 (cpa3) family.
2.A.64	the twin arginine targeting (tat) family.
2.A.65	the bilirubin transporter (brt) family.
2.A.66	the multidrug/oligosaccharidyl-lipid/polysaccharide (mop) flippase superfamily.
2.A.67	the oligopeptide transporter (opt) family.
2.A.68	the p-aminobenzoyl-glutamate transporter (abgt) family.
2.A.69	the auxin efflux carrier (aec) family.
2.A.7	the drug/metabolite transporter (dmt) superfamily.
2.A.70	the malonate:na(+) symporter (mss) family.
2.A.71	the folate-biopterin transporter (fbt) family.
2.A.72	the k(+) uptake permease (kup) family.
2.A.73	the short chain fatty acid uptake (atoe) family.
2.A.74	the 4 tms multidrug endosomal transporter (met) family.
2.A.75	the l-lysine exporter (lyse) family.
2.A.76	the resistance to homoserine/threonine (rhtb) family.
2.A.77	the cadmium resistance (cadd) family.
2.A.78	the branched chain amino acid exporter (liv-e) family.
2.A.79	the threonine/serine exporter (thre) family.
2.A.8	the gluconate:h(+) symporter (gntp) family.
2.A.80	the tricarboxylate transporter (ttt) family.
2.A.81	the aspartate:alanine exchanger (aaex) family.
2.A.82	the organic solute transporter (ost) family.
2.A.83	the na(+)-dependent bicarbonate transporter (sbt) family.
2.A.84	the chloroplast maltose exporter (mex) family.
2.A.85	the aromatic acid exporter (arae) family.
2.A.86	the autoinducer-2 exporter (ai-2e) family (formerly the perm family, tc #9.b.22).
2.A.87	the prokaryotic riboflavin transporter (p-rft) family.
2.A.88	vitamin uptake transporter (vut or ecf) family.
2.A.89	the vacuolar iron transporter (vit) family.
2.A.9	the cytochrome oxidase biogenesis (oxa1) family.
2.A.90	the vitamin a receptor/transporter (stra6) family.
2.A.91	mitochondrial trna import complex (m-ric) (formerly 9.c.8).
2.A.92	the choline transporter-like (ctl) family.
2.A.93	the unknown bart superfamily-1 (ubs1) family.
2.A.94	the phosphate permease (pho1) family.
2.A.95	the 6tms neutral amino acid transporter (naat) family.
2.A.96	the acetate uptake transporter (acetr) family.
2.A.97	the mitochondrial inner membrane k(+)/h(+) and ca(2+)/h(+) exchanger (letm1) family.
2.A.98	the putative sulfate exporter (pse) family.
2.A.99	the 6tms ni(2+) uptake transporter (hupe-urej) family.
2.C.1	the tonb-exbb-exbd/tola-tolq-tolr (tonb) family of auxiliary proteins for energization of outer membrane receptor (omr)-mediated active transport.
3.A.1	the atp-binding cassette (abc) superfamily.
3.A.10	the h(+), na(+)-translocating pyrophosphatase (m(+)-ppase) family.
3.A.11	the bacterial competence-related dna transformation transporter (dna-t) family.
3.A.12	the septal dna translocator (s-dna-t) family.
3.A.13	the filamentous phage exporter (fphe) family.
3.A.14	the fimbrilin/protein exporter (fpe) family.
3.A.15	the outer membrane protein secreting main terminal branch (mtb) family.
3.A.16	the endoplasmic reticular retrotranslocon (er-rt) family.
3.A.17	the phage t7 injectisome (t7 injectisome) family.
3.A.18	the nuclear mrna exporter (mrna-e) family.
3.A.19	the tms recognition/insertion complex (trc) family.
3.A.2	the h(+)- or na(+)-translocating f-type, v-type and a-type atpase (f-atpase) superfamily.
3.A.20	the peroxisomal protein importer (ppi) family.
3.A.21	the c-terminal tail-anchored membrane protein biogenesis/ insertion complex (tamp-b) family.
3.A.22	the transcription-coupled trex/tap nuclear mrna export complex (trex) family.
3.A.23	the type vi symbiosis/virulence secretory pathway (visp) family.
3.A.24	type vii or esx protein secretion system (t7ss) family.
3.A.25	the symbiont-specific erad-like machinery (selma) family.
3.A.3	the p-type atpase (p-atpase) superfamily.
3.A.4	the arsenite-antimonite (arsab) efflux family.
3.A.5	the general secretory pathway (sec) family.
